KNN_algorithm,KNN_leaf_size,KNN_metric,KNN_n_jobs,KNN_n_neighbors,KNN_p,KNN_weights,RBFSVM_C,RBFSVM_cache_size,RBFSVM_coef0,RBFSVM_degree,RBFSVM_gamma,RBFSVM_kernel,RBFSVM_max_iter,RBFSVM_probability,RBFSVM_shrinking,RBFSVM_tol,RBFSVM_verbose,RandomForest_RandomForestClassifier_bootstrap,RandomForest_RandomForestClassifier_criterion,RandomForest_RandomForestClassifier_max_features,RandomForest_RandomForestClassifier_min_impurity_split,RandomForest_RandomForestClassifier_min_samples_leaf,RandomForest_RandomForestClassifier_min_samples_split,RandomForest_RandomForestClassifier_min_weight_fraction_leaf,RandomForest_RandomForestClassifier_n_estimators,RandomForest_RandomForestClassifier_n_jobs,RandomForest_RandomForestClassifier_oob_score,RandomForest_RandomForestClassifier_verbose,RandomForest_RandomForestClassifier_warm_start,accuracy_KNN,accuracy_RBFSVM,accuracy_RandomForest,network_extra_noise,network_sample_size,network_sine_corruption,network_sine_periods,network_test_size,network_xor_corruption,network_xor_dim,network_xor_var
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.576,0.589333333333,0.574666666667,0,5000,0.45,1,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.532666666667,0.564666666667,0.533333333333,0,5000,0.45,2,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.532,0.564666666667,0.57,0,5000,0.45,3,0.3,0.15,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.915333333333,1.0,0.889333333333,0,5000,0,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.719333333333,0.943333333333,0.666666666667,0,5000,0,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.632666666667,0.822,0.572,0,5000,0,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734666666667,0.852666666667,0.742666666667,0,5000,0.15,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.607333333333,0.784,0.582666666667,0,5000,0.15,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.584666666667,0.694,0.564666666667,0,5000,0.15,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.605333333333,0.714666666667,0.608666666667,0,5000,0.3,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.555333333333,0.629333333333,0.550666666667,0,5000,0.3,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.538666666667,0.584666666667,0.528666666667,0,5000,0.3,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508,0.521333333333,0.518666666667,0,5000,0.45,1,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.52,0.536666666667,0.521333333333,0,5000,0.45,2,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508666666667,0.508,0.506666666667,0,5000,0.45,3,0.3,0.3,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.896,1.0,0.942666666667,0,5000,0,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.712,0.94,0.694,0,5000,0,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.632,0.821333333333,0.584666666667,0,5000,0,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734666666667,0.838,0.754,0,5000,0.15,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.598,0.77,0.583333333333,0,5000,0.15,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.563333333333,0.666,0.543333333333,0,5000,0.15,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.594666666667,0.72,0.61,0,5000,0.3,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.528666666667,0.614666666667,0.546666666667,0,5000,0.3,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.526,0.562666666667,0.516666666667,0,5000,0.3,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.508,0.510666666667,0.506666666667,0,5000,0.45,1,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.496666666667,0.490666666667,0.500666666667,0,5000,0.45,2,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.510666666667,0.518,0.498,0,5000,0.45,3,0.3,0.45,5,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.912,1.0,0.862666666667,0,5000,0,1,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.732,0.946666666667,0.665333333333,0,5000,0,2,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.66,0.814666666667,0.635333333333,0,5000,0,3,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.748,0.854,0.701333333333,0,5000,0.15,1,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.618666666667,0.775333333333,0.588666666667,0,5000,0.15,2,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.582666666667,0.683333333333,0.556,0,5000,0.15,3,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.624,0.698,0.62,0,5000,0.3,1,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.563333333333,0.632666666667,0.578,0,5000,0.3,2,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.554666666667,0.573333333333,0.562666666667,0,5000,0.3,3,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.562,0.572666666667,0.564,0,5000,0.45,1,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.532,0.556666666667,0.568,0,5000,0.45,2,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.524666666667,0.584,0.574666666667,0,5000,0.45,3,0.3,0,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.900666666667,1.0,0.900666666667,0,5000,0,1,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.712666666667,0.948,0.674666666667,0,5000,0,2,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.646666666667,0.814,0.569333333333,0,5000,0,3,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.762666666667,0.858666666667,0.754666666667,0,5000,0.15,1,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.616,0.767333333333,0.583333333333,0,5000,0.15,2,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.588666666667,0.686,0.551333333333,0,5000,0.15,3,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.586,0.685333333333,0.591333333333,0,5000,0.3,1,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.537333333333,0.613333333333,0.54,0,5000,0.3,2,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.546,0.592666666667,0.558666666667,0,5000,0.3,3,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.548,0.555333333333,0.545333333333,0,5000,0.45,1,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.529333333333,0.539333333333,0.532,0,5000,0.45,2,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.514666666667,0.536,0.534,0,5000,0.45,3,0.3,0.15,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.897333333333,1.0,0.9,0,5000,0,1,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734,0.952666666667,0.672666666667,0,5000,0,2,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.638666666667,0.818666666667,0.568666666667,0,5000,0,3,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.714666666667,0.848,0.734,0,5000,0.15,1,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.612666666667,0.803333333333,0.607333333333,0,5000,0.15,2,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.58,0.687333333333,0.540666666667,0,5000,0.15,3,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.595333333333,0.694,0.570666666667,0,5000,0.3,1,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.558666666667,0.635333333333,0.543333333333,0,5000,0.3,2,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.525333333333,0.554666666667,0.526666666667,0,5000,0.3,3,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.502,0.511333333333,0.509333333333,0,5000,0.45,1,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.502666666667,0.514666666667,0.506666666667,0,5000,0.45,2,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.518666666667,0.503333333333,0.526666666667,0,5000,0.45,3,0.3,0.3,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.898666666667,1.0,0.954666666667,0,5000,0,1,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.734666666667,0.946666666667,0.725333333333,0,5000,0,2,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.630666666667,0.815333333333,0.605333333333,0,5000,0,3,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.742666666667,0.843333333333,0.748666666667,0,5000,0.15,1,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.649333333333,0.788,0.600666666667,0,5000,0.15,2,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.577333333333,0.684,0.565333333333,0,5000,0.15,3,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.588666666667,0.708666666667,0.598666666667,0,5000,0.3,1,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.541333333333,0.616666666667,0.530666666667,0,5000,0.3,2,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.534666666667,0.593333333333,0.524666666667,0,5000,0.3,3,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.485333333333,0.528666666667,0.492666666667,0,5000,0.45,1,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.509333333333,0.505333333333,0.509333333333,0,5000,0.45,2,0.3,0.45,7,0.2
auto,30,minkowski,1,5,2,uniform,1.0,200,0.0,3,auto,rbf,-1,False,True,0.001,False,True,gini,auto,1e-07,1,2,0.0,100,1,False,0,False,0.487333333333,0.5,0.499333333333,0,5000,0.45,3,0.3,0.45,7,0.2
